snapshot_date,id,matricula,marca,modelo_versao,ano,combustivel,km,preco_eur,potencia_cv,transmissao,stand_marca,stand_cidade,distrito,data_matricula,url,registo_completo
2026-09-14,2772912148,CJ59VN,Citroen,C3 1.2 Turbo 100 CVM6 PLUS,2026,Gasolina,,19450,100,Manual,PLUS,Évora,Évora,31/07/2026,https://www.amatoscar.pt/carro-usado/citroen-c3-1-2-turbo-100-cvm6-plus-2772912148/,1
2026-09-14,2772912150,CJ86VQ,Citroen,C3 1.2 Turbo 100 CVM6 COLLECTION,2026,Gasolina,71,19950,100,Manual,COLLECTION,Évora,Évora,31/07/2026,https://www.amatoscar.pt/carro-usado/citroen-c3-1-2-turbo-100-cvm6-collection-2772912150/,1
2026-09-14,2772912152,CJ99VO,Citroen,C3 1.2 Turbo 100 CVM6 MAX,2026,Gasolina,,20750,100,Manual,MAX,Évora,Évora,31/07/2026,https://www.amatoscar.pt/carro-usado/citroen-c3-1-2-turbo-100-cvm6-max-2772912152/,1
2026-09-14,2772912937,CJ20XU,Citroen,Berlingo M 1.5 BlueHDi 100 S&S CVM6,2026,Diesel,10,24250,100,Manual,,Évora,Évora,01/08/2026,https://www.amatoscar.pt/carro-usado/citroen-berlingo-m-1-5-bluehdi-100-ss-cvm6-2772912937/,1
2026-09-14,2772912941,CJ17XV,Peugeot,208 Allure Turbo 100 cv CVM6,2026,Gasolina,6,21750,100,Manual,,Évora,Évora,01/08/2026,https://www.amatoscar.pt/carro-usado/peugeot-208-allure-turbo-100-cv-cvm6-2772912941/,1
2026-09-14,2772912942,CJ67XU,Peugeot,2008 1.2 Hybrid 110 cv Style e-DCS6,2026,Gasolina,,25950,110,,,Évora,Évora,01/08/2026,https://www.amatoscar.pt/carro-usado/peugeot-2008-1-2-hybrid-110-cv-style-e-dcs6-2772912942/,1
2026-09-14,2772914131,CJ72ZJ,Nissan,X-Trail 7 lugares e-POWER 213CV e-4ORCE Evolve,2026,Gasolina,485,60048,213,Automática,Nissan,Évora,Évora,04/08/2026,https://www.amatoscar.pt/carro-usado/nissan-x-trail-7-lugares-e-power-213cv-e-4orce-evolve-2772914131/,1
2026-09-14,2772914162,CJ26ZU,Peugeot,2008 1.2 Hybrid 145 cv Allure e-DCS6,2026,Gasolina,163,28750,145,Automática,,Évora,Évora,04/08/2026,https://www.amatoscar.pt/carro-usado/peugeot-2008-1-2-hybrid-145-cv-allure-e-dcs6-2772914162/,1
2026-09-14,2772921150,CJ36VF,Volkswagen,T-Roc 1.5 eTSI 116cv DSG TREND,2026,Gasolina,,28450,116,,TREND,Évora,Évora,15/08/2026,https://www.amatoscar.pt/carro-usado/volkswagen-t-roc-1-5-etsi-116cv-dsg-trend-2772921150/,1
2026-09-14,2772921151,CJ88VE,Volkswagen,Caddy 2.0 TDI 102cv Cargo Business,2026,Diesel,,24950,102,Manual,Business,Évora,Évora,15/08/2026,https://www.amatoscar.pt/carro-usado/volkswagen-caddy-2-0-tdi-102cv-cargo-business-2772921151/,1
2026-09-14,2772923039,CJ79BD,Citroen,C3 1.2 Turbo 100 CVM6 PLUS,2026,Gasolina,7,19450,100,Manual,PLUS,Évora,Évora,19/08/2026,https://www.amatoscar.pt/carro-usado/citroen-c3-1-2-turbo-100-cvm6-plus-2772923039/,1
2026-09-14,2772927471,CL71NI,Opel,Mokka Mokka Electric Edition 156cv (115kW) Autom,2026,Eletrico,8,39000,156,Automática,Autom,Évora,Évora,28/08/2026,https://www.amatoscar.pt/carro-usado/opel-mokka-mokka-electric-edition-156cv-115kw-autom-2772927471/,1
2026-09-14,2772927476,CJ72VN,Citroen,C3 1.2 Turbo 100 CVM6 PLUS,2026,Gasolina,10,19250,100,Manual,PLUS,Évora,Évora,28/08/2026,https://www.amatoscar.pt/carro-usado/citroen-c3-1-2-turbo-100-cvm6-plus-2772927476/,1
2026-09-14,2772929573,CI71VJ,BMW,X2 M35i,2026,Gasolina,,87445,300,Automática,i,Évora,Évora,01/08/2026,https://www.amatoscar.pt/carro-usado/bmw-x2-m35i-2772929573/,1
2026-09-14,2772931592,CL05QR,Opel,Corsa 1.2 Turbo 100cv GS CA8,2026,Gasolina,,23500,100,Automática,,Évora,Évora,03/09/2026,https://www.amatoscar.pt/carro-usado/opel-corsa-1-2-turbo-100cv-gs-ca8-2772931592/,1
2026-09-14,2772912135,CJ77VH,Volkswagen,Amarok Style KingCab 4×4 2.0TDI 205cv Auto,2026,Diesel,2246,51450,205,Automática,Auto,Évora,Évora,31/07/2026,https://www.amatoscar.pt/carro-usado/volkswagen-amarok-style-kingcab-4x4-2-0tdi-205cv-auto-2772912135/,1
2026-09-14,2772889895,CJ76BC,Citroen,ë-C4 Elétrico 156cv Autonomia Alargada MAX,2026,Eletrico,7,37950,156,Automática,MAX,Évora,Évora,01/07/2026,https://www.amatoscar.pt/carro-usado/citroen-e-c4-eletrico-156cv-autonomia-alargada-max-2772889895/,1
2026-09-14,2772889894,CJ30BB,Citroen,ë-C4 Elétrico 156cv Autonomia Alargada MAX,2026,Eletrico,5,37950,156,Automática,MAX,Évora,Évora,01/07/2026,https://www.amatoscar.pt/carro-usado/citroen-e-c4-eletrico-156cv-autonomia-alargada-max-2772889894/,1
